utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
그런데 제가 이 업무보고를 보면서 교육부가 심각한 상태에 있고 성역할을 개선하기 위한 기본적인 생각이 없다는 생각이 듭니다. 왜냐하면 보건복지부에서도 제가 가정파괴문제나 이런 것을 묻겠습니다마는 옛날에는 사회활동은 남성이 하고 가정에 있어서 여러 가지 역할들은 여성이 한다는 것이 남녀의 성모델이었습니다. 그러나 굉장히 가정업무들이 분업화되고 전문화된데 있어서는 기본적으로 여성들이 사회활동을 하지 않을 수 없고 여성이 부담하던 역할들이 상당부분 사회화 될 뿐만 아니라 가정교육내에서 남녀의 공평한 역할들 또는 공동부담이 전제가 되어야 됩니다.,H,여성,남녀의 공평한 역할,"그리고 교육부 업무지침 5페이지에 보면 여성들의 직업교육확대를 위해서 조리과나 의상과, 미용과 등을 설치한다고 했고 그 다음 페이지에 보면 공업계 고교 학급증설시 여학생들의 선호학과신설을 유도한다고 해서 디자인, 멀티미디어 통신, 인테리어등을 설치한다고 했습니다.","그래서 여성들의 역할을 보면 임신, 출산, 육아도 있고 이 부분은 남성이 대신 해주기 어려운 부분들이 상당히 있습니다. 그런데 직장여성들에게 물어보면 대가족제하에서 대가족 구성원으로서 해야 되는 역할 이런 것들이 상당한 역할부담을 주는데 그것은 점점 해소되어가고 있는데 실제로 부부간에 어떤 문제가 나오느냐 하면 조리라든지 청소라든지 설거지 세탁 이런 것은 남성이 해줄 수 있는데, 남녀가 처음에 결혼하기 전에는 의지나 생각은 공동부담하려고 한다고 해요. 그러나 자라날 때부터 여성들은 그것이 쉽게 길들여져 있고 준비되어 있고 시행을 해왔기 때문에 그 역할들이 점점 알게 모르게 여성몫으로 가게 되고 남성들은 간단한 한두번의 흉내에 지나지 않는다 이런 지적이 있습니다. 그렇다면 교육부가 기본적으로 초등학교 또는 유치원때부터 여성뿐만 아니라 남성도 스스로 몇 가지 요리는 할 수 있다든지, 자기 청소는 자기가 한다든지, 설거지를 돕는다든지 하는 남녀의 관계를 가장이라고 해서 남녀의 역할을 분리할 것이 아니라 그것도 여러 사회구성원이 같이 일하는 공동체의 하나라는 인식을 주어서 그러한 것들이 일반적인 교육의 하나로 되어야 된다고 생각이 드는데 여기에서 보면 여성들을 위해서 조리과, 의상과, 미용과를 특히 마련한다는 취지겠지만 그러나 이 교육부의 내용 어디에 봐도 공동으로 사회에 참여하고 공동으로 가정을 꾸리는 것에 대한 새로운 남녀의 가정모델에 대한 근거가 어디에도 살펴볼 수 없다는 점에 있어서 아직 교육부가 남녀평등한 가정․사회 역할을 위한 기본적 생각 자체가 수렴되어 있지 않기 때문에 여러 가지 문제가 생기는 것이고요.",15,197,2,여성특별위원회,D
"성희롱이라든지 이런 문제도 힘센 남성이 여성을 짓궂게 한다 이런 문제가 아니라 이제 이 사회가 선진국으로 가기 위해서는 남성이나 여성이나 모두 창의롭게 자유롭게 활발하게 사회활동을 하지 않으면 우리가 이 중진국.....이 IMF를 극복할 수 없는데 그러면 여성들이 남성만큼 적극적으로 사회활동을 하기 위해서는 무엇을 도와주어야 되느냐, 거기에 있어서 제일 먼저 문제가 되는 것이 정조 개념이라든지 성피해 의식이라든지 그리고 모든 제도적인데 있어서 여성이라는 이유로 제약을 받는 심리적인 법적인 제도적인 것을 없애준다 이러한 관점에서 접근을 해야 되는데 여러 가지 여성교감문제라든지 이런 문제에 있어서 왜 남녀가 평등해야 되는가 하는 것에 대한 근본적인 문제의식이 약하지 않는가 이런 생각이 듭니다. 이런 부분에 있어서 앞으로 남녀의 평등모델을 위해서 적극적인 교과과정을 개발할 의향은 없는지 묻겠습니다.",H,여성,남녀의 평등모델,,,15,197,2,여성특별위원회,D
특히 IMF형 매맞는 아내는 무너지는 서민가정을 대변하고 있습니다. 7월부터 가정폭력방지법이 시행되고 있지만 이것과는 상관없이 지금 가정폭력은 어느 때보다 심각한 수준으로 보입니다. 실제로 한국여성민우회 부설 가족상담소의 경우에 97년도 전체 상담건수중 가정폭력은 8% 차지하였는데 98년 폭력상담은 2배 이상으로 증가했음을 보여주고 있습니다. 뿐만 아니라 서울시가 운영하는 가정폭력피해자일시보호시설을 이용하는 숫자만 봐도 폭력의 심각성을 알 수 있습니다. 작년에는 45명을 채우지도 못했지만 현재는 대기하는 사람들로 넘치는 실정이라고 합니다. 이런 사실을 볼 때 IMF이후 어려워진 경제상황은 여성의 인권을 더욱 심각한 현실로 몰아가고 있다고 보아집니다. 따라서 본 위원의 판단으로는 가정폭력으로 무너지고 있는 우리 가정을 지키기 위한 대책들이 강구되어야 된다고 보는데 장관의 견해가 어떠한지 묻고 싶습니다.,H,여성,가정폭력은 어느 때보다 심각,,,15,197,2,여성특별위원회,D
"아까 제가 얘기했던 것처럼 여성과 남성이 각자 자유롭고 평등한 구성원으로서 사회에 참여하기 위해서 여러 가지 대책이 필요한데 새로운 가정내역할 모델 이러한 것들이 필요하기도 하겠고 박범진 위원님이 얘기하신 새로운 모자관계처럼 새로운 부자관계, 모자관계, 부부관계 이런 새로운 사항을 만들어내기 위한 여러 가지 보건복지부 차원에서의 개념이나 실태조사라든지 앞으로 지향해야될 상황에 대해서 어떤 진전되고 있는 바가 있는지 밝혀 주시기 바랍니다.",H,여성,평등한 구성원,,,15,197,2,여성특별위원회,D
그리고 IMF 이후 가장인 남편중심의 가족정책이나 운동이 증가하는 분위기에서 여성들의 어떤 인권의식이 더 피해받고 있다고 하고 또 서울시에서 운영하고 있는 가정폭력피해자 일시보호시설이 모자란다고 하는데 이러한 부분에서 좀 더 증가시킬 수 있는 방법을 강구하고 있는지 묻고 싶습니다.,H,여성,"남편중심의 가족정책, 가정폭력",,,15,197,2,여성특별위원회,D
"여기서 제기되고 있는 정보화가정교사라는 것이 어떤 것인지 모르겠습니다마는 정부가 추진하고 있는 정보화근로사업을 여성실업대책에 포함시켜서 검토해 보는 것도 대단히 의미있는 일이라고 생각합니다. 누구나 다 말하고 있다시피 21세기가 여성의 시대라고 말하고 있습니다. 여성들의 취업과 그리고 직장에서 능력을 발휘할 수 있는 교육, 복지 이런 것들을 조금 더 창발적으로 연구하는 그런 자세가 필요하지 않은가 하는 그런 생각이 들어서 이 여성실업대책에 관해서 질의를 드렸습니다.",H,여성,여성실업대책에 관해서 질의,,,15,197,2,여성특별위원회,D
7월 현재 여성실업자수는 53만 9000명에 이르고 있습니다. 전체 실업자의 32.6%를 차지하고 있습니다마는 여성이 실직의 고통을 많이 겪고 있는 실정입니다. 또한 아직도 우리 사회에는 제도적인 고용평등에도 불구하고 채용 승진 해고 등에서 여성차별이 존재하고 있는 실정입니다. 저희 노동부에서는 근로여성의 고용안정과 취업촉진 도모에 정책목표를 두고 남녀고용평등실현과 여성의 사회․경제적 지위향상에 최선의 노력을 다 하고 있습니다마는 아직 부족한 점이 많다고 생각을 합니다. 현재의 경제위기를 극복하고 새로운 도약을 다지기 위해서는 여성의 경제활동 참여가 매우 중요한 의미를 갖고 있다고 생각을 합니다. 노동부에서는 종합적인 여성실업대책을 추진하는 한편 주부취업에 맞는 적합직종의 발굴 보급 그리고 각종 실업 대책모니터링을 강화해 나가도록 하겠습니다.,H,여성,"여성실업자수, 여성이 실직의 고통을 많이 겪고 있는 실정",,,15,197,2,여성특별위원회,D
"여성직업훈련기관이 경쟁력이 없다는 점에 대해서 지적을 하겠습니다. 여성직업훈련기관이 양성훈련에만 치우쳐 있고 훈련방법이나 훈련직종이 다양하지 못하고 여성직업훈련의 특성화가 이루어지지 않아서 경쟁력이 없는 것으로 알고 있습니다. 이러한 문제점의 원인은 첫번째로는 정부투자가 너무 적고 두번째로 훈련기관의 전문성을 높이기 위한 구체적인 방법을 찾지 못하고 있고 세번째, 여성의 직업훈련욕구를 수용할 체계가 갖추어져 있지 않고 네번째, 남성의 실업만을 주목해서 여성의 실업을 소홀히 여기는 등 사회변화에 둔감하게 대처하고 있고 마지막으로 장비나 시설 등의 제약으로 다양한 훈련직종에 대한 개척정신이 매우 한정적으로만 이루어지고 있기 때문인 것으로 진단됩니다. 따라서 본 위원의 판단으로는 이제까지 여성직업훈련의 틀을 완전히 바꾸는 발상의 대전환이 요구된다고 보는데 이에 대한 장관의 견해는 무엇이며 노동부는 IMF경제위기로 인해 늘어나는 여성실직자 재취업교육을 어떻게 추진하고 있는지 구체적으로 설명해 주기 바랍니다. 본 위원의 생각으로는 기존의 여성직업훈련의 한계를 극복하기 위해서는 기본적으로 여성이 가정관리와 어우러지는 훈련을 이수할 수 있도록 직업훈련기관의 기능을 확대해야 되고 훈련대상자의 특성에 맞고 산업사회의 변화에 부응하는 훈련직종의 개발, 실직 전과 실직 후 과정 등에 필요한 프로그램으로서의 개편, 훈련정보 및 훈련상담을 실시할 수 있도록 정부의 투자확대가 요구된다고 봅니다. 또한 실질적으로 사회의 수요가 있는 경우에 일단 취업을 예약한 후 그 회사나 직종에 필요한 맞춤형 취업훈련을 하는 것도 대책이라고 생각을 하는데 노동부의 견해는 어떠한지 묻고 싶습니다.",H,여성,"여성직업훈련기관이 경쟁력이 없다, 남성의 실업만을 주목",,,15,197,2,여성특별위원회,D
"그리고 IMF이후 실직한 여성들의 경우 아예 재취업을 포기하고 낙담하는 경우가 많은만큼 여성실업자의 노동시장진입을 위한 적극적이고 지속적인 홍보가 필요하다고 보는데 이에 대해서 어떠한 사업을 운영하고 있는지 노동부는 밝혀주셨으면 고맙겠습니다. 그리고 실업통계에 있어서 여성이 상당수 배제되어 있다고 보는데 현실성 있는 실업대책 마련에 구조적인 결함이 있다고 지적을 할 수 있겠습니다. 본 위원이 알기에는 공식통계상 실업이란 근로의 의사와 능력 그리고 구직의사를 가지고 적극적인 구직활동을 하였음에도 불구하고 실제 기간 1주일 중 소득이 있는 일에 종사하지 못한 상태를 말한다고 하겠습니다. 또한 취업은 조사대상 주간중 수입을 목적으로 1시간 이상 일한 자나 또는 조사 기간 1주간 중 주당 18시간 일한 무급가족종사자 또는 조사기간 중 일시적인 병, 일기불순, 휴가 또는 연가, 노동쟁의 등으로 일하지 못한 일시 휴직자를 뺀 것으로 알고 있습니다. 이러한 실업개념은 현실적으로 거의 실업상태와 다름없는 다수의 무급가족종사자와 단시간 저임금근로자를 공식실업통계에서 제외시키는 문제를 발생시키게 됩니다. 본 위원이 파악하기로는 약 196만에 해당되는 일용직, 임시직, 단기간 근로, 무급가족종사자중의 다수를 여성이 차지하고 있다는 점을 고려할때 실제로 여성실업의 은폐 정도가 상당히 심각한 상황이라고 생각이 듭니다. 이런 점에서 여성문제에 관한 한 공식적인 실업통계 자체는 현실파악을 위한 자료로 별 의미가 없다고 판단됩니다. 따라서 실제 실업률을 반영하지 못하는 통계자료에 기반한 정부의 실업대책을 실제 실업문제를 제대로 진단했다고 볼 수 없으며 현실성 있는 대책을 마련하는 데도 구조적 결함을 가질 수밖에 없다고 본 위원은 생각합니다. 이에 대해서 이를 시정할 수 있는 방법을 강구하실 생각이 없는지 알고 싶습니다. 이런 상황에서 공식적 실업통계에서 배제되는 여성의 경우 실업대책에서도 배제된다는 것은 극히 당연한 논리입니다. 따라서 노동부가 본 위원에게 제출 보고한 주요업무보고에 있는 여성관련 모든 실업대책이 상당히 일부에 국한되어 있고 많은 실망실업자들을 배제하고 있다고 보는데 이에 대한 대책이 마련되어야 된다고 봅니다. 노동부에서 특히 여성실망실업자들에 대해서 어떠한 대책을 가지고 있는지 알고 싶습니다.",H,여성,여성실업자의 노동시장진입을 위한 적극적이고 지속적인 홍보가 필요,,,15,197,2,여성특별위원회,D
"여성의 접근이 곤란한 점도 있습니다. 현재 공공근로사업은 대부분 남성직종이라 할수 있는 취로사업 위주로 구성되어 있어서 여성의 적극적인 참여를 구조적으로 배제시키고 있습니다. 본 위원의 이런 판단은 1분기 공공근로사업 참여현황보고서에서도 잘 알 수 있다시피 1․2차 공공근로사업을 합쳐서 100으로 보았을 때 1차 공공근로사업의 경우 남성의 참여비율은 43.1%이고 여성은 18.5%이며, 2차에서는 남성이 26.3% 여성은 12.1%로 나타나고 있음을 알 수 있습니다. 이와 같이 여성의 참여율이 저조한 것은 참여대상선정의 문제점과 더불어 사업내용이 여성의 접근을 구조적으로 어렵게 하고 있다고 생각을 합니다. 따라서 공공근로사업의 영역을 확대함에 있어서 여성의 참여율을 높일 수 있는 방안이 강구되어야 한다고 보는데 이에 대한 노동부의 견해를 묻고 싶습니다.",H,여성,여성의 적극적인 참여를 구조적으로 배제,,,15,197,2,여성특별위원회,D
또한 다수 여성을 배제하는 실업급여제도에도 문제가 있다는 점을 지적하고 싶습니다. 정부에서 가장 강력한 고용정책 대안으로 제시하고 있는 실업급여제도는 전체 여성실업자의 극히 일부만을 포함하고 있어서 문제입니다. 본 위원이 알기로는 현재 전체 여성의 62.7%가 고용되어 있는 5인 미만의 사업장의 경우에 고용보험 적용대상에서 제외되고 있습니다. 따라서 여성실업자의 대다수가 실업급여혜택을 받지 못하는 실정입니다. 정부는 고용보험을 임시․시간제 근로자에게까지 적용을 확대한다는 방침을 정하고 있는 것으로 압니다. 그러나 구체적인 사업내용을 보면 대다수의 임시․시간제는 고용보험 적용대상에서 제외되고 있습니다. 98년 실업대책 세부사업계획에 따르면 99년 7월부터 임시․시간제 근로자에게까지 고용보험을 적용한다고 되어 있으나 여기에서의 임시근로자는 고용기간 1개월 이상 3개월 미만 근로자이며 시간제근로자는 주 22시간 이상 30.8시간 미만 근로자를 의미하는 것입니다. 그러나 임시직과 시간제근로자는 실질적 임시․시간제보다는 명목적 또는 신분적인 성격을 띤다고 할 수 있습니다. 따라서 시간제의 대다수는 노동부지침에 의한 시간제 규정상의 30.8시간 이상을 일하며 이들의 근로조건 및 고용안정성은 정규직에 비해서 훨씬 열악한 명목적으로 시간제입니다. 고용형태가 임시 시간제로 분류되지만 실제노동시간은 정규직에 가까운 대다수의 여성노동자들은 여전히 고용보험 적용대상에서 제외될 수밖에 없는 문제점을 지니고 있는 것입니다. 이에 대한 장관의 견해를 밝혀주시고 앞으로의 고용보험 정책방향도 밝혀주시기 바랍니다.,H,여성,다수 여성을 배제하는 실업급여제도,,,15,197,2,여성특별위원회,D
"마지막으로 실업정책의 결정과정에 있어서 여성참여율을 높여야 될 필요가 있다고 봅니다. 현재의 실업대책 관련 정책결정과 집행과정에 있어서 실업문제관련 당사자들의 참여는 거의 배제되어 있다고 생각합니다. 현재 실업대책추진기구의 구성을 보면 총리실의 실업대책추진위원회가 국무조정실장과 관계부처차관으로 구성되어 있어서 실업대책을 추진하고 있습니다. 또한 이 산하에 있는 실업대책추진실무위원회는 노동부차관과 관계부처국장들로 구성되어 있습니다. 여기서 실업의 직접적인 영향 아래에 있는 근로자 및 실업자들의 의견을 수렴할 수 있는 통로는 전혀 없다고 보여집니다. 여성실업자의 경우는 더욱 그러하리라고 생각됩니다. 제가 질의에서 생략했지만 현대자동차 조정의 경우에도 결국에는 여성근로자들만 대거 해고한 것으로 보여집니다. 따라서 본 위원의 판단으로는 실업대책추진위원회에 민간위원이 구성되어야 되고 이 구조에 여성이 참여할 수 있어야 된다고 보며 실제로 많은 여성, 영농인이라든지 근로자들의 대표도 참여해야 현실성있는 여성실업대책이 수립될 수 있다고 보는데 장관의 견해가 무엇인지 묻고 싶습니다.",H,여성,여성참여율을 높여야 될 필요가 있다,,,15,197,2,여성특별위원회,D
여성의 자아실현이라는 측면에서나 양성 평등사회의 구현이라는 측면에서나 여성의 사회참여는 매우 중요한 문제입니다. 그러나 여성이 사회활동에 참여하기 위해서는 먼저 가부장적 인식속에서 아직도 척결되지 않고 있는 성차별적 사회인식의 벽을 뚫는 것외에도 육아의 부담을 해결해야 하는 또 다른 벽을 넘어야된다고 생각합니다. 그래서 노동부에서도 한편으로는 남녀고용평등법을 통해서 성차별의 사회인식 해소를 위해 노력하고 있는 것으로 알고 있습니다. 그러나 다른 한편에서는 또한 직장보육시설 등의 확충을 통해서 여성들이 육아부담이 없이 경제활동에 참여할 수 있도록 힘을 기울인다는 측면에 정책의 노력 혼적은 보이는데요. 그런데 오늘 본 위원이 지적하고자 하는 것은 현재처럼 극도의 경기위축속에서 어느 때보다 긴요하고 필요한 보육시설 확대사업의 추진이 대단히 부진하다는 사실을 지적하겠습니다.,H,여성,"여성의 자아실현, 양성 평등사회의 구현",,,15,197,2,여성특별위원회,D
그런데 여기서 본 위원이 지적하고자 하는 것은 법집행을 담당해야 할 법무부와 검찰이 동 법의 개정에도 불구하고 매매춘의 당사자 중 한 측인 남성에 대해서는 사실상 아무런 처벌을 하지 않음으로써 법개정의 취지를 무시하고 여성차별을 지속하고 있다는 점이 발견됩니다. 실제로 95년 이후 매매춘 혐의로 남성이 처벌된 것은 법개정 직후 부산에서 시범케이스로 4명이 처벌된 것 말고는 없어요. 결국 이러한 수치는 정부가 개정한 법을 정부 스스로 지키지 않아 사문화시키는 문제와 함께 이 사회에 고질적으로 뿌리박혀 있는 여성차별의 심각성을 새삼 느끼게 해 준다고 본 위원은 판단합니다.,H,여성,"남성에 대해서는 사실상 아무런 처벌을 하지 않음, 여성차별",,,15,197,2,여성특별위원회,D
아까 김영선 위원이 여성수사관이 몇 명이냐 물었는데 본 위원도 그 점에 대해서 지적을 하면서 답변이 있으시기를 바라고요. 실제로 법을 집행하는 법무부이므로 더 잘 아시겠지만 법의 권위는 그 조항이 있다는 것에서 뿐만 아니라 엄정히 집행됨으로써 비로소 그 권위가 설 수 있는 것입니다. 또한 동법을 엄정히 집행하지 않음으로 해서 남성들에게 매매춘은 불법행위이고 하면 처벌을 받는다는 사실을 망각케 함으로써 성윤리의 퇴락과 성차별을 당연시하게끔 하는 부작용을 낳는다는 점도 법무부는 명심할 필요가 있다 이렇게 본 위원은 지적을 합니다. 따라서 윤락행위등방지법이 매매춘 근절과 이를 통한 여성차별의 사회구조개선을 가능하게 하기 위해서는 무엇보다도 법무부와 검찰이 법을 엄정히 집행해서 매매춘을 하면 법대로 처벌받는다는 사실을 남성수요자들에게 분명히 할 필요가 있다 이렇게 말씀을 드립니다. 이에 법무부장관께 질의를 하겠습니다. 먼저 법무부장관께서는 동법 26조 제3항에 따라 매매춘 행위자는 공여자와 수요자가 동시에 처벌됨에도 불구하고 실제 처벌에서 남녀간의 차이가 발생하는 이유가 무엇인지 답변해 주시기 바랍니다. 또한 이처럼 매매춘과 남성수요자에 대한 처벌이 미진함에 따라 동조항이 사문화되는 것에 대해서 장관의 견해를 밝혀주시고 대책을 밝혀주시기 바랍니다.,H,여성,남녀간의 차이가 발생하는 이유가 무엇인지 답변해 주시기,,,15,197,2,여성특별위원회,D
"제가 87년도 서울대학교에서 연설을 하고 한 시간만에 잡혀가서 6개월동안 감옥 0.2평 독방에서 감옥생활하고 했는데 저의 사건을 담당했던 신광옥 그 당시 검사님, 기억이 새로운 것은 제가 50분 가량의 최후진술을 했을 때 장관께서 안기부요원들이 와서 쫙 깔려있는데 그 사람들이 보이지 않게 저에게 말씀을 천천히 하라고 손으로 사인을 하던 그때의 그것이 생각이 나서 오늘 11년이 지나 저는 국회의원이 되어서 이렇게 만나게 되었습니다마는 참으로 늘 잊지않고 그 어려운 그 당시 집시법과 정부권력의 시녀가 되는 검찰상을 벗어나서 저희들의 자율권 또 우리들의 최후진술권을 보장해 주던 그 당시의 신검사가 오늘 이 자리에 기획관리실장으로 와서 감회가 새롭습니다.",L,여성,시녀,,,15,197,2,여성특별위원회,D
그래서 이 점에 대해서 아까 한영애 위원님께서도 말씀하셨는데 윤락행위등방지법이 있는데 이것을 개정해서 공급자 수요자를 모두 다 처벌한다 옛날에는 여성만을 처벌하거나 교화하는 대상으로 삼은 것에 비해서 개정된 법은 남성을 오히려 더 범죄자로서 또는 교화해야 되는 대상으로 생각해야 된다 하는 그 정신이 들어가 있는데 이것이 전혀 시행되고 있지 못하다 하는 지적을 하셨습니다. 꼭 같은 생각이고 여기에 대해서 법무부가 법의 집행을 보다 더 적절하게 하신다면 염려하는 매매춘의 확대문제를 막을 수 있지 않겠는가 하는 것입니다. 그래서 이 문제에 대한 말씀을 해주셔야 됩니다. 한영애 위원님도 그렇고 저도 그렇고 저희가 매매춘이라는 용어를 쓰는 것이 생소하게 들리실지 모르겠는데 매춘 이렇게 할 때는 성을 파는 여성에 대한 시각만이 들어가 있기 때문에 사고 파는 문제를 부각하기 위해서 매매춘이라는 말을 쓰고 있습니다. 그만큼 여성을 대상화해서 돈을 주고 사는 것은 범죄다 하는 그런 분명한 시각을 가지고 이 문제에 임해 주셔야 된다는 것입니다.,H,여성,여성만을 처벌,,,15,197,2,여성특별위원회,D
"어떻게 여당 위원이 이런 근거도 없는 거짓말, 청문회에 나와서 성경책에 올려놓고 하나님께 맹세한다고 거짓말 경연대회 한 여자들의 말을 믿고서 조사를 받지 않았다고 해서 그 거짓말한 내용을 가지고 우리 야당 위원들을 공격하고 인격적으로 모욕한 것에 대해서 정말 정세균 위원은 자리에 없습니다마는 이따가 나와서 분명히 사과를 해야 됩니다.",L,여성,"거짓말, 여자들의 말",,,15,208,5,예산결산특별위원회,D
"그래서 저는 오늘 국무총리께서 이 자리에 출석하셔서 누가 이 여인들에게 거짓말을 시켰는지, 누가 이 여인들에게 국회에 나와서 거짓말을 시켰는지, 거기에 대해서 명백히 밝혀야 한다는 것을 말씀드리고 싶습니다.",L,여성,"이 여인들, 거짓말을 시켰는지",,,15,208,5,예산결산특별위원회,D
"청와대가 깊숙이 관여를 했고, 당시 검찰총장이 깊숙이 관여를 했고, 그렇게 해서 국회에 나오는 네 여인들에게 국회에서 성서에 손을 얹고 눈물을 철철 흘리면서 거짓말을 하도록 시켰습니다.",L,여성,"네 여인들, 거짓말 하도록 시켰",지금 옷로비 사건에 대해서 이제는 모든 국민들이 다 알고 있습니다.,"이러한 정권, 이러한 청와대에 대해서 우리가 어떻게 믿고 예산심의를 지금 할 수 있겠는가, 거기에 대해서 분명히 사법적 책임을 물어야 할 사람들은 사법적 책임을 물어야 되고 정치적 도의적 책임을 물어야 할 사람들은 정치적 도의적 책임을 물어야 된다는 것을 저는 말씀을 드리면서 오늘 국무총리께서 이 자리에 출석하셔서 이 문제부터 분명히 답변을 해주실 것을 요청합니다.",15,208,5,예산결산특별위원회,D
"그러므로 지금 국회에서 이제는 마지막 어디까지 가느냐, 지금 이규택 위원이 증인, 참고인, 국회법도 이야기했습니다마는 자꾸 이렇게 되면 결국은 비서실장은 당연히 나와야 되고 영부인까지도 국회에 나와서 이 여자들에게 이 이야기를 듣고 이런 말을 했느냐 안 했느냐 하는 증인으로 나와야 될 형편으로까지 몰렸습니다.",L,여성,이 여자들,,,15,208,5,예산결산특별위원회,D
아까 이규택 위원께서는 여자의 말을 듣고 정세균 위원이 부당한 발언을 했다고 말씀하셨는데 그 말을 취소하셔야 돼요. 여자의 말을 듣고라니요? 여자는 거짓말만 합니까? 뿐만 아니라 저는 거꾸로 묻고 싶습니다.,H,여성,"여자의 말, 여자는 거짓말만 합니까?",,,15,208,5,예산결산특별위원회,D
"문제는 간단한 것 아닙니까? 구속을 앞두고 있는 아낙네에게 남편이 잡혀가지 않게 할 수 있는 묘법도 있다는 과잉친절을 베푼 어떤 여성, 그 어간에서 일어난 이러고 저러고 한 얘기, IMF 사태임에도 불구하고 떼지어 다니면서 고급옷을 사입는 일에 탐닉했던 몇몇 여성이 일으킨 문제인데 저는 총리가 여기에 나오실 이유가 하나도 없다고 생각합니다. 총리가 모르세요. 여기에 아는 분이 있습니까? 특검이 압니까? 오늘 아침에나온 신문기사 다르고 저녁 때 다르고 내일 또 다를 것입니다. 나는 야당에서 계속 이 옷로비사건을 주물러 터뜨리고 크게 키워 가면서 할 때 끝내는 청와대 대통령 내외분을 겨냥하는 것으로 짐작을 했습니다.",L,여성,여성이 일으킨 문제,,,15,208,5,예산결산특별위원회,D
이것 엄청난 얘기 아닙니까? 그것이 어떻게 정치를 좌우하던 워터게이트에 비할 수 있는 일입니까? 여자들이 일으킨 문제가 워터게이트사건과 견줄 수 있는 일입니까? 거기에다가 현재 알 수가 없는 상황입니다. 금년에 하찮은 문제로 국정이 마비되는 일이 한 두 가지가 아니었습니다. 그런데 요새 신문이 여성들이 일으킨 옷로비사건에 총집중을 하고 있으니까 여기에 나와서 말씀하시는 야당위원의 얘기를 들어봐도 다른 문제에 대해서는 언급을 안 하면서 그 문제만 가지고 지금 물고늘어지는데 총리가 알아야 답변을 하지요.,L,여성,여자들이 일으킨 문제가,,,15,208,5,예산결산특별위원회,D
"그러나 유감스럽게도 우리나라에서 여성인력은 여전히 단순직, 비정규직, 저임 노동력으로 취급되고 있으며 공적 분야에서 여성의 참여는 배제되기 일쑤입니다. 미국은 1960년대부터 흑인과 유색인종의 사회적 지위 향상을 위하여 교육과 취업에서 적극적인 조치 다시 말하면 할당제를 도입하여 현재까지 실시하고 있습니다. 그 결과 소수민족과 여성의 지위가 크게 향상될 수 있었고 흑백․소수민족 갈등을 줄이는데도 크게 도움이 될 수 있었습니다. 총리께서는 여성의 공직과 민간부분에서의 폭넓은 참여를 위해 이같은 과감한 조치를 도입할 용의는 없는지 답변해 주시기 바랍니다.",H,여성,여성인력 여전히 단순직,,,15,208,5,예산결산특별위원회,D
이와 마찬가지로 대학들은 여성학자들의 교수임용에 매우 배타적입니다. 여성교수직은 여성 고급인력을 키우는 데 결정적인 기여를 할 수 있다고 생각합니다. 따라서 타교출신 인력과 마찬가지로 여성교수 채용 역시 3분의 1 이상이 되어야 한다고 생각합니다. 우선 법제화 이전에 대학에 권고 지침을 내리고 대학평가에 반영할 용의는 없는지 총리와 교육부장관의 답변을 바랍니다.,H,여성,여성학자들의 교수임용에 매우 배타적,,,15,208,5,예산결산특별위원회,D
"남편을 사랑하는 이형자씨가 대통령 영부인한테 어떻게 얘기를 잘하면 우리 남편 구속도 안될 수도 있고 어려운 신동아그룹문제도 해결될 수 있고…… 이런 아녀자, 아내로서의 순수한 마음에서 시작이 됐겠지요.",L,여성,"아녀자, 아내로서의 순수한 마음",,,15,208,5,예산결산특별위원회,D
"대통령의 진실 공개, 대국민 사과성명이 있어야 합니다. 그리고 사건의 축소․은폐에 관련된 사람들은 지위고하를 막론하고 엄중하게 사법처리 돼야 합니다. 4천만 국민들이 보는 앞에서 성경에 손을 얹고 진실을 말한다고 한 가증스러운 거짓말을 한 여인들도 그 죄를 엄중히 물어야 합니다.",L,여성,거짓말을 한 여인들,,,15,208,5,예산결산특별위원회,D
"길게 시간 끌 생각은 없는데 장관님이 교수로 계실 때 과연 교수임용에 있어서……. 임용하는 모든 사람들이 다 남성교수들입니다. 그속에서 정말 능력있는 여성이 오히려 여성이라는 이유 때문에 배제된 경우가 없다고 생각하는 겁니까? 그래서 아주 공정하게 임용되었다 이렇게 생각하는 겁니까? 그렇지 않다고 생각하기 때문에, 오히려 능력 있는 여성이 많은데도 불구하고 남성사회 속에서 그 장벽을 넘지 못해서 못 들어가고 있다 하는 문제 때문에 이게 제기되는 것이거든요. 최근에는 거의 모든 분야에서 사실은 아주 우수한 학생들이 많이 진출하고 있습니다. 그러나 당장 벽에 부딪치고 있는 것이 현실입니다. 그것을 장관님이 어느 정도 인식하고 있는가 하고 제가 물어 봤는데 유감스럽게도 마치 그동안에 굉장히 공정하게 되었는데 여성들이 능력이 부족하기 때문에 안 된 것처럼 그렇게 얘기하신다면 제가 질의한 취지하고 너무나 거리가 먼 것이지요.",H,여성,여성이라는 이유 때문에 배제,,,15,208,5,예산결산특별위원회,D
