utterances,utterances_en,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
왜냐하면 이게 남성이었으면 아마 벌써 고쳤을 거예요. 이게 여성이니까 지금까지 아무도 이런 이야기를 해 주는 사람이 없어서 이제 이런 이야기가 나오는 것 아닙니까?,"Because if it were a man, it probably would have been fixed already. The fact that it is a woman is why this conversation is only happening now because no one has ever brought it up until now, isn't that right?",H,Women,woman,"Then let’s do this: please write “at the time when entitlement to the old-age pension arises or when the grounds for division arise,” so that the individual can choose.",,19,337,4,Committee on Health and Welfare - Subcommittee on Bill Review,E
"집안이 문제가 있으면 아버지에 책임이 있고, 회사가 잘못되면 사장이 문제가 있고, 조직에 문제가 있으면 조직의 장에 문제가 있겠지요?","If there is a problem in a family, the father is responsible; if a company is at fault, the president is the problem; if there is an issue in an organization, the head of the organization is the problem, right?",L,Men,Father,,,19,320,2,Special Committee on the Confirmation Hearing on the Motion to Approve the Appointment of the Auditor General (Hwang Chan-hyun),O
"이거 보세요, 그러면 정부가 단순히 보육 예산 줄이려고 이것을 합니까? 예를 들면 이런 거잖아요, 어쩔 수 없는 사람들은 영아도 맡기지만 사실은 대체적인 것은 만 2세가 될 때까지는 엄마나 집안에서 키우는 게 옳다 이런 게 대체적인 학설이잖아요. 그렇게 해서 가능하면, 예를 들어서 맞벌이부부 같은 경우에는 봐 줄 사람도 없으면 어쩔 수 없이 하는 경우, 나머지 전업주부의 경우에는 그런 방향으로 유도하자는 것 아니에요. 어머니가 애를 데리고 있는 시간이 좀 늘어나면 좋겠고 그런 정책적 함의가 있는 거잖아요. 그런데 이것을 정부가 전업주부한테도 12시간 주니까 돈이 많이 나가고 배 아파서 한다 이런 거 아니잖아요, 이것은. 그러면 시간 늘리는 게 뭐가 문제냐 이거예요, 부담도 안 느는데.","Look at this. So, is the government doing this just to reduce the childcare budget? For example, it's like this: while some people who have no choice leave their infants at daycare, the general consensus is that it is right for the mother or the family to raise the child until around age 2. So, the goal is to encourage this direction, where, for example, dual-income couples have no choice when there is no one to watch the child, and full-time homemakers are encouraged this way. The policy implication is that it would be good if mothers spend more time with their children, isn't it? But the government is not doing this because they are spending too much money by giving full-time homemakers 12 hours and are being stingy. If the burden doesn't increase, what's the problem with increasing the hours? You're saying the burden won't increase, right? The statement that 15 hours is enough means that even if it's 30 hours, there is no increased burden on the government compared to 15 hours. Then just do it; increase the time.",L,Women,Mother,,,19,337,6,Health and Welfare Committee_Subcommittee on Budget and Accounts Review,K
그리고 IMF 이후 가장인 남편중심의 가족정책이나 운동이 증가하는 분위기에서 여성들의 어떤 인권의식이 더 피해받고 있다고 하고 또 서울시에서 운영하고 있는 가정폭력피해자 일시보호시설이 모자란다고 하는데 이러한 부분에서 좀 더 증가시킬 수 있는 방법을 강구하고 있는지 묻고 싶습니다.,"And in the atmosphere where family policies and movements centered on the husband as the head of the family increased after the IMF crisis, I hear that women's human rights awareness is being further harmed, and that the temporary shelters for domestic violence victims operated by the Seoul Metropolitan Government are insufficient. I want to ask if you are devising ways to increase them in these areas.",H,Women,Husband,,,15,197,2,Special Committee on Women,D
"그리고 또 하나, 특정 성별 집단을 약자다 이런 가정이나 전제는 폐지를 해야 되는 겁니다. 성 관련 사건을 분석하고 데이터화해 가지고 어떤 형태에서 성범죄가 발생하는지 어떤 조건에서 발생하는지 이런 걸 유형화하고 어떤 취약한 조건에서 그 취약성을 파악을 해 가지고 성범죄라든지 성 정책을 수립해야 되는 거고요.","And another thing, the assumption or premise that a specific gender group is the weaker party must be abolished. We must analyze and data-fy gender-related incidents, categorize the types of sexual offenses—in what form and under what conditions they occur—and then identify the vulnerability under certain weak conditions to establish sexual offense or gender policies.",L,Women,"Sexual offenses, a particular gender",,,21,,,"National Assembly Audit – Education Committee (Thursday, October 7, 2021)",R
"그런데 이게 2008년에 노사정위원회에서 논의할 때도 계속 추가적으로 논의가 됐었는데 뭐냐 하면 이게 고용보험기금에서 나간다라고 하는 게 이게, 그러면 지금 일자리를 가지고 있는 어쨌든 노동자, 남자건 여자건 육아휴직의 경우에 여기에만 해당이 되는 것이고 그게 아니라 자영업을 하거나 하는 사람들은 역시 또 사각지대처럼 되어 있는데, 지금 보면 ‘아이를 낳으면 국가가 키워 줍니다, 아이를 낳기만 하면 국가가 다 해 주겠습니다’라고 하고 있는데 실제 국가가 해 주는 건 제가 보니까 공무원․교원․군인이에요.","However, this issue was continuously discussed during the tripartite commission (labor, management, government) in 2008. What is it? The fact that this is paid out from the Employment Insurance Fund means that it only applies to workers, men or women, who currently have a job and are taking parental leave. Self-employed individuals are, again, in a blind spot. Currently, the narrative is, 'If you have a child, the state will raise them; if you just give birth, the state will take care of everything.' But what the state actually provides for, in my observation, are public officials, teachers, and soldiers.",H,Women,Parental leave,,,19,,,Standing Committee on Environment and Labor,R
평균적으로 남교사는 초등학교의 경우 여교사보다 22배의 승진기회를 가지는데 교육행정에서조차 여교사에 대한 승진 차별이 더욱 심한 것은 어떤 이유에서입니까?,"On average, male teachers in elementary schools have 22 times more promotion opportunities than female teachers. What is the reason for the even more severe promotion discrimination against female teachers even in educational administration?",H,Women,Women,,"Will the Minister state whether he is prepared to replace the practice of awarding extra promotion points for service in remote islands and rural areas—work that is disadvantageous to female teachers because of their working conditions—with a special allowance so that female teachers are not penalized, and whether he is also prepared to introduce, at each level of school, a proportional quota for senior management positions based on the number of male teachers?",15,183,10,Plenary Session of the National Assembly,G
그 취지는 이해됩니다만 여성의 경제활동 참여를 위축시키고 기업의 부담으로 작용할 우려가 있다는 점과 고용보험기금 중 모성보호급여 비중을 고려할 때 난임치료휴가 급여 지원에 대해서는 사회적 공감대가 형성되고 재원 확보에 대한 논의가 선행적으로 이루어질 필요가 있다고 봅니다.,"I understand the intent, but considering the concern that it may discourage women's economic activity and impose a burden on businesses, and considering the proportion of maternity protection benefits within the Employment Insurance Fund, I believe that a social consensus needs to be formed and discussions on securing financial resources must take place proactively regarding the support for infertility treatment leave benefits.",H,Women,Employment,,,21,382,4,Environment and Labor Committee – Subcommittee on the Review of Employment and Labor Bills,E
"많은 엄마들이 2학기에 궁금해 하는 질문, 6월 달의 교육부 발표에 의하면 하루 확진 1000명이 안 되는 1․2단계가 되면 전면 등교 추진하겠다 했는데 이 기준 아직도 유효한 건가요?","A question that many mothers are curious about in the second semester: According to the Ministry of Education's announcement in June, if we reach phases 1 or 2, with less than 1,000 confirmed cases per day, they would push for a full return to school. Is this standard still valid?",L,Women,Mom,"As a working mom, I think I need to ask the Prime Minister again. I’m also the mother of a child in kindergarten and one in elementary school.",,21,389,2,Special Committee on Budget and Accounts,A
아까 여기에서 얘기 나왔지만 좀 구질구질한 얘기지만 흔히 술이니 춤이니 여자니 이런 것은 어떻습니까?,"As mentioned here earlier, it may be a somewhat sordid topic, but what about things like alcohol, dancing, and women?",L,Women,"Women, alcohol, and dance",,,16,217,5,"The 16th National Assembly, 217th Session, 5th meeting of the Special Committee for a National Assembly investigation to ascertain the facts of allegations related to Hanbit Bank loans, etc.",J
심지어 정부 공무원 중에 국장급 공무원이 과외비를 댈 수 없어 가지고 부인이 파출부를 나간다 이런 얘기들도 있었습니다.,There were even stories of a director-level government official whose wife had to work as a domestic helper because he couldn't afford tutoring fees.,L,Women,Housewife,,,15,198,,Board of Education,P
육아휴직급여를 신청한 자가 복직 후 30일 이후에 기업주에게 육아휴직장려금을 지급하기로 되어 있습니다. 육아휴직급여 신청자 수의 한 40% 정도가 육아휴직장려금을 수령하는 것으로 나타나고 있어서 저희가 이 부분을 조사한 결과 많은 사업자들이 육아휴직자가 복직한 후 30일 후에 육아휴직장려금이 지급되는 제도에 대해서 잘 알고 있지 못해서 활용하지 못한 것으로 나타났습니다. 그래서 이 부분에 대해서 지금 홍보를 적극적으로 하고 있습니다.,"The plan is to pay the parental leave incentive to the employer 30 days after the applicant for parental leave benefits returns to work. It appears that only about 40% of parental leave benefit applicants receive the parental leave incentive. Our investigation showed that many employers were not aware of the system, where the incentive is paid 30 days after the employee returns from parental leave, and thus did not utilize it. Therefore, we are currently actively promoting this aspect.",H,Women,Parental leave,,,17,250,8,Environment and Labor Committee,K
제 집사람이 그런 것을 산 것은 아닙니다.,My wife did not buy such things.,L,Men,Housewife,,,18,283,5,Legislation and Judiciary Committee,F
"YF 쏘나타 말씀드리겠습니다. 원래 저희 집에 집사람 출퇴근용으로 타고 다니는 그랜저가 있고 저희 가족들이 이용하는 역시 처 명의의 쏘나타가 한 대 있었는데 한 10년 돼서 낡아서 팔고 새로 한 대 구입하게 됐는데, 그러면 제 처 명의로 구입하면 되는데 저희 장남이 ‘나도 차를 한 대 사 달라’고 그렇게 얘기를 해서 ‘학생이 무슨 차를 사느냐’ 그래서 얘기 끝에 ‘그러면 둘의 공동명의로 올리자’ 그래서 공동명의로……","I will talk about the YF Sonata. Originally, we had a Grandeur that my wife used for commuting and a Sonata, also in my wife's name, that our family used. It was about 10 years old, so we sold the old one and bought a new one. We could have bought it in my wife's name, but my eldest son asked me to buy him a car. I told him, 'Why would a student buy a car?' In the end, we agreed to put it under joint ownership, so it is in joint ownership...",L,Women,Housewife,,,20,309,3,"Special Committee on Confirmation Hearings for the Motion to Approve the Appointment of Supreme Court Justices (Ko Young-han, Kim Byung-hwa, Kim Shin, and Kim Chang-seok)",M
여성고위직 기피현상에서 탈피시켜야 되고 하위직 역시 고위직으로 올라갈 수 있는 기회를 주어서 훈련의 장도 만들어야 된다고 보고 있습니다.,"We must break away from the phenomenon of avoiding high-level female positions, and we must also create opportunities for lower-level employees to rise to high-level positions, providing them with a training ground.",H,Women,Women in senior positions,"I would like to address expanding women’s participation in public service at the Ministry of Culture and Tourism. This was raised in the last National Assembly audit and every year since, yet nothing has been corrected. At ministry headquarters, the share of women was 17.9% in 1996, 17.1% in 1997, and 18.0% in 1998—showing almost no change even after a female minister took office. In senior posts (grades 1–3), not a single one of the 59 positions is held by a woman, which is deplorable. In affiliated organizations, women are heavily concentrated in lower clerical and technical jobs. Across all bodies, there are no women at the level of organization head or in executive posts of grade 2 or higher. At the Seoul Arts Troupe, where women make up 57% of staff (45 out of 78), there are no women at grade 4 and only one at grade 5. The proportion of women at the Arts Council Korea has not exceeded the 10% range for three years. In the ministry’s 17 committees, only 39 of 420 members are women (9%): two committees have no women at all, six have one woman, one has two, and three have three. One cannot help but feel this is reluctant tokenism.","On multiple occasions when I raised this issue, the ministers at the time merely repeated promises to fix it, and when a new female minister took office—despite my high expectations—nothing changed. Under these circumstances, it is plainly obvious that the cultural era of the 21st century cannot be successfully led without women’s participation. As the Minister for Women, can you commit, from the perspective of women, to setting this right? I ask for a responsible answer.",15,198,,Culture and Tourism Committee,C
"정말 이런 불쌍한 가정들도 많은데 뭔가 좀 형평성 있게 복지가 되어야 되지 않을까 싶고 심지어 같은 병원에있는 보훈 대상자들, 즉 나라를 위해 싸우다가 장애를 입으신 분들보다 동성애로 에이즈 걸린 분들이 훨씬 더 귀한 대접을 받고 있는 게 대한민국의 현실임을 저는 분명히 보았습니다.","There are so many unfortunate families like this. I wish the welfare system could be more equitable. I have clearly seen that in South Korea, those with AIDS due to homosexual activity are treated much more favorably than those eligible for veterans' benefits in the same hospital, meaning those who were disabled while fighting for the country.",L,Sexual minorities,AIDS,,,20,2017,,Health and Welfare Committee,D
"이러한 출생성비불균형을 바로 잡지 않으면 25년 후 남녀 결혼에 큰 혼란이 오게 될 것이고 정상적인 짝짓기 실패로 인해 성범죄의 증가, 전통적인 결혼 풍속도의 변화, 남성 동성애로 인한 AIDS, 성병 확산 등 새로운 사회문제가 발생할 것으로 예상됩니다.","If this imbalance in the sex ratio at birth is not corrected, there will be great confusion in marriage between men and women in 25 years, and new social problems are expected to arise, such as an increase in sexual crimes due to the failure of normal pairing, a change in traditional marriage customs, and the spread of AIDS and STDs due to male homosexuality.",L,Sexual minorities,Homosexuality,,,16,220,,The 2nd meeting of the Health and Welfare Committee of the 220th Session of the 16th National Assembly.,J
"일․가정 양립에서 정부안에서 근로자라고 되어 있는데 현재 돌봄노동을 하는 많은 사람들은, 예를 들면 여성들이 많이 진출해 있는 청소노동자, 가사노동자 이런 부분들이 근로기준법 지원을 못 받고 있습니다. 그래서 ‘근로자’라고 하게 되면 이분들은 사각지대가 발생합니다.","In the government's proposal for work-family balance, the term 'worker' is used, but many people currently engaged in care work, such as cleaning workers and domestic workers, who are predominantly women, do not receive support under the Labor Standards Act. Therefore, if we use the term 'worker,' these people fall into a blind spot.",H,Women,"Work–family balance, care work",,,18,,,"Standing Committee – Committee on Gender Equality and Family (Thursday, March 10, 2011)",R
제가 가사라고 쓴 것은 집사람이 그런 그림을 위한 무슨 회사를 가지고 있지도 않고 또 큰 아틀리에를 가지고 있지도 않고 집에 방을 하나 가지고 그림을 그리고 있습니다.,"When I wrote 'housework,' I meant that my wife does not own a company for such paintings, nor does she have a large atelier. She is painting in one room at home.",L,Women,Housewife,,,21,396,6,Special Committee on the Confirmation Hearing for the Prime Minister Nominee (Han Duck-soo),R
"사실은 여성과 아이들이 행복하지 않으면 그 사회가 희망이 없습니다. 그래서 특히 여성 관련 예산이라든지 또 아이들 보육과 양육, 출산 관련된 예산은 정말 우리가 확보해야 될 필요가 있다고 생각을 하는데, 지난번 추경 때도 제가 한번 지적을 드린 바가 있습니다.","In fact, if women and children are not happy, that society has no hope. Therefore, I believe we truly need to secure budgets, especially those related to women, and those related to children's childcare, parenting, and childbirth. I have pointed this out once during the last supplementary budget.",H,Women,Budget,,,19,337,6,Special Committee on Budget and Accounts,E
"장관님, 최근 전남지역 한 모텔에서 성폭행당한 뒤에 숨진 여고생, 사인이 급성 알코올중독사인 것 알고 계십니까?","Minister, are you aware that the female high school student who was raped and later died in a motel in the Jeollanam-do area recently had a cause of death of acute alcohol poisoning?",L,Women,Women,,,20,364,,Health and Welfare Committee,A
부인이 다른 고관집 부인들과 달리 공무에 관해서도 소상히 알고 있고 그렇기 때문에 다른 부인들도 관심을 가질 수밖에 없는 것 아닌가 이런 생각이 드는데 그렇지 않습니까?,"My wife is knowledgeable about public affairs, unlike the wives of other high-ranking officials, and that is why other wives cannot help but be interested. Is that not the case?",L,Women,"Denial, official duties",,,15,207,3,Legislation and Judiciary Committee,P
다음 전혜숙 의원안은 성폭력 피해자 또는 그 가족 구성원이 학생인 경우에 의무적으로 입학 및 전학 등 취학 지원이 이루어질 수 있도록 하려는 것으로 결원 등의 이유로 전입학이 거부되는 문제를 해결할 수 있다는 점에서 바람직하다고 할 것입니다.,"Next, the bill proposed by Representative Jeon Hye-suk, which aims to ensure mandatory support for school attendance, such as admission and transfer, when a victim of sexual violence or their family member is a student, would be desirable as it can resolve the problem of refusal of admission or transfer due to reasons like a lack of vacancies.",H,All genders,Victims of sexual violence,,,20,,,Standing Committee – Gender Equality and Family Committee,R
"오전에 존경하는 권칠승 위원님도 말씀하셨지만 여성들에게는 성폭력 이슈가, 성폭력 판결이 되게 중요한 영향을 미치는데 아까 손정우 사건뿐만이 아니라 작년 같은 경우에도 감자탕 판결이라고 그래서 상대방 접시에 고기를 덜어 준 여성이 이미 호의를 표현했다라고 해서 강간죄, 성관계의 묵시적 동의였다고 해서 강간이 아니라고 판결한 부분들, 그다음에 10살 아이를 성폭행한 보습학원장을 무죄 판결한 판결도 있었고, 레깅스 불법촬영 무죄 판결도 있었습니다. 이게 다 최근에 일어난 사건들입니다. 그러니까 여러 가지 스펙트럼이 있겠지만 이게 제목만 들어도 허탈한 웃음이 나오는 이런 판결들이 계속 연이어 나오고 있습니다. 디지털 성폭력이라든가 여러 가지 불법 촬영에 대해서 솜방망이 판결을 해 온 것은 셀 수가 없고요. 그래서 이렇게 여성들이 사법부를 신뢰하지 못하는 특별한 계기들이 계속 주어지고 있는 것인데요. 2018년 4월 대법원이 성인지 감수성을 언급한 판결을 아시는지요?","As the respected Committee Member Kwon Chil-seung mentioned this morning, sexual violence issues and sexual violence rulings have a very important impact on women. In addition to the Son Jung-woo case, last year we had the ""Gamjatang ruling,"" where the court ruled that the woman who served meat to the other party's plate had already expressed goodwill, implying a tacit consent to sexual relations, ruling it was not rape. There was also a ruling acquitting a tutoring academy director who sexually assaulted a 10-year-old child, and an acquittal for illegal filming of a woman wearing leggings. These are all recent incidents. So, while there may be a spectrum of issues, these rulings that elicit a hollow laugh just by hearing the titles are continuously occurring. The number of lenient rulings for digital sexual violence and various illegal filming cases is countless. Thus, specific events that cause women to lose faith in the judiciary are constantly being provided. Are you aware of the Supreme Court ruling in April 2018 that mentioned gender sensitivity?",H,Women,Gender sensitivity,,"Supreme Court nominee Lee Heung-gu: Yes, I am aware.

Member Kwon In-sook: In discussing this case, we specifically emphasize that we must not lose gender sensitivity so that we can understand gender discrimination in the context in which incidents occur and realize gender equality. What, in your view, is this gender sensitivity—especially as referred to in the Supreme Court ruling?

Supreme Court nominee Lee Heung-gu: I understand it to mean that we should properly understand gender-discriminatory phenomena, be fully cognizant of the social conditions women face, and respond to them with appropriate sensitivity.",21,382,2,Special Committee on the Confirmation Hearing for the Consent to the Appointment of Lee Heung-gu as Justice of the Supreme Court,A
주요 선진국에서는 육아휴직제도가 가족구성원 모두의 삶의 질의 향상을 위한 중요한 정책목표입니다. 그런데 최근 우리나라에서도 정책적으로는 남성도 육아에 적극 참여하도록 권장․유도하는 정책에 초점이 맞춰지고 있는 것으로 알고 있습니다.,"The policy goal of the parental leave system in major developed countries is to improve the quality of life for all family members. Recently in Korea, too, policies are focusing on encouraging and inducing men to actively participate in childcare.",H,Men,Parental leave,,,19,,,"Special Committee on Budget and Accounts (Monday, July 21, 2014)",R
"하지만 남성 고용률과 비교해 보면 20% 이상 차이가 나고 또 여전히 여성들의 경력 단절 현상이 해소되지 못하고 있습니다. 그리고 일을 하더라도 낮은 임금과 일부 업종에 편중된 점이 많기 때문에 질적으로 개선해야 될 부분도 많습니다. 그렇지요, 장관님?","However, there is still a difference of more than 20% compared to the male employment rate, and the career break phenomenon among women has not been resolved. Moreover, even when women work, there are many parts that need qualitative improvement due to low wages and a high concentration in certain industries. Isn't that right, Minister?",H,Women,Men,,,19,,,"Special Committee on Budget and Accounts (Monday, July 21, 2014)",R
그 당시 15세인 노숙 생활하던 소녀가 수원 고등학교 본관 화단에서 숨진 채로 발견이 됩니다.,"At that time, a 15-year-old homeless girl was found dead in the flower garden of the main building of Suwon High School.",L,Women,a girl,,,20,346,,Parliamentary audit by the Safety and Administration Committee,O
박 의원님께서 말씀하신 서울지방법원 남부지원에서 무죄가 선고된 사건은 피고인이 비디오가게 여주인과 그 딸을 과도로 난자하여 살해하였다는 혐의로 기소된 사건입니다.,"The case mentioned by Representative Park, in which the Seoul Southern District Court acquitted the defendant, was a case in which the defendant was indicted on the charge of stabbing and killing the proprietress of a video store and her daughter with a knife.",L,Women,The lady of the house,,"The prosecution indicted the defendant for murder after concluding that the evidence was sufficient, as the defendant had confessed to the crime and that confession led to the discovery of evidence.",13,150,9,Plenary Session of the National Assembly,N
권력층 부인네들이 모범적인 행동은 못할망정 이 땅에 부패와 사치와 허영을 주도하고 있으니 우리가 뭐라고 여기에 대해서 얘기할 수 있겠습니까?,"What can we say about the wives of the powerful leading the corruption, extravagance, and vanity in this country, even though they should be setting an example?",L,Women,Housewife,,,15,,,"Special Committee on Budget and Accounts (Monday, November 22, 1999)",R
"여성이 성적 자기결정권, 자기 몸에 대한 자기결정권이라는 것에 대해서는 여성에게 자기결정권을 줘야 한다는 입장을 갖고 있습니다.","I take the position that women should be given the right to self-determination regarding their sexual self-determination right, the right to self-determination over their own bodies.",H,Women,Right to self-determination,,,20,370,2,Gender Equality and Family Committee,F
"그러신가요? 그러면 저는 내년 예산에도 그러한 변화된 내용들이 완전히 획기적이지는 않더라도 좀 반영되기를 바라고 있고 그리고 환노위도 같이 노력을 할 텐테요. 또 이 관련된 고용보험법 개정안들이 국회에 지금 이미 발의가 되어 있습니다. 한정애 의원님이나 홍영표 의원님이 발의한 안이 있는데 국회도 같이 이러한 문제 해결하는 데 법 개정 등을 통해서 노력을 좀 할 거고요. 이러한 고용보험 성격에 맞지 않는 모성보호 급여라든가 나머지 항목들이 있는데 실제로 이런 부분을 개선하고 오히려 이 고용보험기금에서 좀 우리가 고려를 해야 될 게 현재 수급자가 아닌 65세 이상의 어르신이나 단시간 근로자라든가 특수고용노동자라든가 심지어는 장기실업자 또 폐업한 아주 영세자영업자, 자발적 이직자 등등까지도 향후에는, 고용보험 취지에는 이런 고용보험의 수급자가 되어야 된다, 왜냐하면 보험을 실제 낸 사람들이기 때문에요. 그리고 국제적으로 OECD 국가들의 실업구조 제도를 봤을 때도 이런 사람들이 응당 이 고보기금의 수혜자가 되도록 되어 있는데, 이런 식으로 향후에 고보기금에 대해서 장기적인 전략도 차관님께서 갖고 계신지하고 아니면 그런 계획을 같이 머리를 맞대고 논의할 의사가 있으신지 간단히 답해 주십시오.","Is that so? Then, I hope that such changes will be reflected in next year's budget, even if not completely groundbreaking, and the Environment and Labor Committee will also work together. Related amendments to the Employment Insurance Act have already been proposed to the National Assembly. There are proposals by Representative Han Jeoung-ae and Representative Hong Young-pyo, and the National Assembly will also make efforts to solve these problems through legal amendments. There are items such as maternity protection benefits that do not fit the nature of employment insurance. We need to actually improve these parts. Instead, what we should consider with the Employment Insurance Fund are those who are not current recipients, such as seniors over 65, part-time workers, special employment workers, and even long-term unemployed, very small business owners who have closed down, and voluntary job leavers. In the future, according to the purpose of employment insurance, these people should become beneficiaries of employment insurance because they actually paid the insurance. And when looking at the unemployment structure systems of OECD countries internationally, these people are rightfully supposed to be beneficiaries of this Employment Insurance Fund. I would like the Vice Minister to briefly answer whether you have a long-term strategy for the Employment Insurance Fund in this manner, or if you are willing to discuss such a plan together.",H,Women,Maternity protection,,,19,,,Standing Committee – Environment and Labor Committee,R
어떤 엄마가 시간이 늘어났으니까 애를 처박아 놓자 이렇게는 안 하는 거란 말이에요.,"No mother would ever say, 'Since the time has increased, let's just leave the child alone.'",L,Women,"Mom, the kid","So no matter how much you increase it, you end up using only that much anyway, right?","So, taking into account Member Lee Jong-jin’s concerns earlier, extend the hours. Why cap it at 15? It won’t cost much to extend, so please increase it. And the customized childcare fee is set at 80 now, right?",19,337,6,Health and Welfare Committee,M
그러면 지금 가정에서 직접 어머니가 애를 맡아 기를 때 현재 지원하는 양육수당보다 더 많은 금액이 지원되어야 될 필요가 있지 않을까요?,"Then, when a mother directly takes care of the child at home, shouldn't a larger amount than the current childcare allowance be provided?",L,Women,Mother,,,20,346,,Health and Welfare Committee,O
"이 여순경이 당시 박수현 경무관, 경비대장으로 있는 101 경비단장이 있던 소속 여경찰관 맞지요?","This female police officer was the female police officer under Superintendent General Park Soo-hyun, who was the 101st Security Guard Commander, right?",L,Women,Women,,,18,278,,National Assembly Audit of State Affairs – Public Administration and Security Committee,O
흡연율이 낮은 여성들이 청소근로자로 상당수 취업하고 있는 점을 감안할 때 이들을 간접흡연의 위험으로부터 보호하려는 개정안의 입법취지는 타당하다고 보았습니다.,"Considering that many women, whose smoking rate is low, are employed as cleaning workers, I found the legislative purpose of the amendment, which is to protect them from the dangers of secondhand smoke, to be valid.",H,Women,Women,,,20,364,3,Bill Review Subcommittee (Health and Welfare Committee),B
미국에 19살짜리 여간호사가 실수로 노인분들 은퇴자 아파트에 이사를 가게 되었답니다.,A 19-year-old female nurse in the United States accidentally moved into a retirement apartment for the elderly.,L,Women,Women,,,21,387,3,Special Committee on the Confirmation Hearing for the Motion to Approve the Appointment of Prime Minister Kim Boo-kyum,O
여성인력은 남성보다 못할 것이라는 잘못된 사회적인 편견의식 또 그것에 바탕을 둔 잘못된 사회관행 거기에다가 덧붙여서 여성의 모성보호나 가정이나 직장을 양립하기 위한 비용을 국가가 전액 부담해야 함에도 불구하고 우리나라는 그동안 사업주에게만 부담시켜 왔습니다.,"The wrong social prejudice that the female workforce is inferior to the male workforce, and the wrong social customs based on it, are compounded by the fact that although the state should bear the entire cost for women's maternity protection and balancing work and family life, Korea has so far only burdened the employers.",H,Women,Awareness of prejudice,,,15,215,12,Environment and Labor Committee,P
저희 여성가족부에서 남성이건 여성이건 돌봄 역량을 강화해서 돌봄자원을 확대하고 사회적 돌봄 공동체를 높여서 돌봄노동이 여성에게 전담되는 것을 경감시키는 한편 또 우리 사회 전체에 돌봄의 가치가 굉장히 낮게 평가되어서 돌봄 영역에 종사하는 분들이 대부분 여성노동자들인데 이들의 노동조건이나 또는 급여수준이 대체로 낮습니다.,"The Ministry of Gender Equality and Family aims to strengthen the care capacity of both men and women, expand care resources, enhance the social care community to alleviate the burden of care work being exclusively handled by women. At the same time, the value of care in our society as a whole is severely underestimated, and the working conditions and salary levels of those engaged in the care sector, who are mostly female workers, are generally low.",H,All genders,"Care work, exclusive responsibility",,,20,371,5,Plenary session of the National Assembly,P
"농어촌 여성들이 안고 있는 근본적인 문제들을 해결하기 위해서 해당 기관에 전담주서라도, 적어도 국 정도 이상 규모의 부서를 설치했으면 좋겠다 하는 그런 얘기를 장관한테는 얘기를 했는데 혹시 총리께서는 그런 부분에 대해서 어떤 생각을 갖고 계십니까?","I told the Minister that in order to solve the fundamental problems facing rural and fishing village women, a dedicated department, at least at the level of a bureau, should be established in the relevant institution. What are your thoughts on this matter, Prime Minister?",H,Women,Department for Rural Women,"Member Seo Sam-seok: If I had to name the most disadvantaged people today, it would be those working in rural areas; among them, women living in farming and rural communities—women farmers—are even more disadvantaged. Of course, my view may not be entirely correct or widely shared, but through the 2017 budget settlement—though I didn’t examine every detail, and based on the Standing Committee’s review—I confirmed that there was no dedicated department that plays a significant role for women farmers or rural women in organizational, budgetary, or institutional terms. When you were the nominee, Minister, you said you strongly agreed with the point I raised and would accept it as a good policy proposal.","Prime Minister Lee Nak-yeon: First, it’s not easy to compare who is more unfortunate, but even simple statistics show that, if I recall correctly, the average household income of rural workers and farmers is around 60% of that of urban workers, and perhaps lower. In that respect, it’s empirically clear that farmers’ lives are very difficult. Among them, women farmers face especially harsh conditions: they do an enormous amount of work, yet receive poor social recognition and treatment. You’re right that the idea of creating a dedicated department deserves consideration. For example, we already have a separate Ministry of Gender Equality and Family, and each ministry—such as Employment and Labor or Industry and Resources—has its own women’s affairs unit. Whether we can carve out something solely for agriculture needs to be reviewed, especially since your question asks me to consider it from a whole-of-government perspective. As one example, when I was governor of Jeollanam-do, we had a dedicated team for women farmers staffed concurrently from other departments: they handled issues as they arose and did their regular duties otherwise. I will review whether that model is truly effective. Since the nominee for Minister of Agriculture and Food has that aspiration, we will hear his views and discuss how to proceed.

Committee Member Seo Sam-seok: I trust you will do that, and I would also ask that we establish a system under which women engaged in agriculture can take paid leave from farming for childbirth and childcare within the scope of state support.",20,363,1,Special Committee on Budget and Accounts,C
이런 여성의 경제활동 참가율을 제고하기 위해서는 우선적으로 여성의 노동시장 참여에 걸림돌로 작용하는 출산과 육아 비용의 사회화 수준을 지속적으로 확대할 필요가 있습니다. 그리고 직장과 가정 생활이 양립 가능하게 정부가 적극적으로 지원을 해야 됩니다.,"In order to raise women's economic activity rate, it is necessary to continuously expand the level of socialization of childbirth and childcare costs, which act as obstacles to women's participation in the labor market. And the government must actively support the compatibility of work and family life.",H,Men,"Women's labor force participation rate, work and family life, and work–family balance",,,18,278,2,Special Committee on Measures for Low Fertility and an Aging Population,F
직장 내에서 여성이 일하기 좋은 여성 친화환경이 조성되도록 노력하겠습니다.,We will strive to create a women-friendly environment where women can work well within the workplace.,H,Women,"Women, women-friendly environment, workplace",,,19,,,"Gender Equality and Family Committee — July 30, 2012 (Monday)",R
